id,PM2_5_next_hour
AQ_ABB21DC74F3E,19.206466
AQ_8A54137319BB,11.664434
AQ_43E1B046E040,9.836832
AQ_AD2241D6A3EB,8.907303
AQ_1EC3B332CCAF,6.055861
AQ_C72ABEEA7AB9,7.637067
AQ_03C7A9162A2E,5.444275
AQ_49FAE9834576,46.844178
AQ_3258D6F8A759,45.966180
AQ_CC1FA74271E6,46.608758
AQ_8353382AE0A0,43.673134
AQ_BCAFC34E21DF,40.364569
AQ_B75E6D8C83EA,39.748244
AQ_FC1B5F9EF425,37.366864
AQ_C489FF8528E3,33.279866
AQ_9029CB167440,77.049753
AQ_B2F990F91576,32.209977
AQ_3544FDAC2D9A,24.059089
AQ_5BE307A3C568,18.102901
AQ_11134FB52FB5,21.829935
AQ_D2EAB5C0CA6E,22.967006
AQ_CCB531D99E06,26.394851
AQ_4996CDC3CD8D,23.925838
AQ_6E74FE86F984,28.245856
AQ_27831708F304,24.986840
AQ_7844A5070AF2,27.295193
AQ_80E239C40044,26.203095
AQ_D6D0A56CBE10,24.030484
AQ_0AF05E306A74,27.451045
AQ_0D6BA90D4954,29.885799
AQ_877B9F1A2197,22.932555
AQ_702D3416817C,20.241570
AQ_EEF244F8BE5B,17.903141
AQ_97AEFC7DA225,20.616714
AQ_1064B2B04A54,16.066319
AQ_DA67E1C6760B,11.883066
AQ_BE1A3EE45F1B,7.272264
AQ_A1EBD68DDB3E,11.632688
AQ_C1EA2BE3AB92,15.210533
AQ_B1D90A4A19E8,19.714222
AQ_4A9BFE93432D,22.888606
AQ_3B91AD20EEB7,25.731540
AQ_8A9E5E1B35E2,29.406985
AQ_3C92D8839314,29.283173
AQ_FD9E7FF118FF,25.002132
AQ_C2C4628378CC,25.277123
AQ_A1811CB19CDC,28.800326
AQ_C1D34DD94F5F,28.249548
AQ_3826C05FAE2B,15.924877
AQ_A95928879D40,13.376727
AQ_D3EED57F39DD,13.129375
AQ_8CBB87B65C59,16.566908
AQ_BE2CE85CDAFB,15.391410
AQ_1A738829C22D,13.945281
AQ_2536D1F3E9D5,17.614641
AQ_123E70C52545,13.317059
AQ_1056AA30185C,6.780852
AQ_6E8659466AD2,4.967939
AQ_36FDA56DC2BC,9.579073
AQ_15F82EB3C2CD,9.817617
AQ_F96E00C2F0B4,9.099634
AQ_3D41F2AA2866,7.749666
AQ_C27CFEB96505,9.187267
AQ_710575D78B97,14.234720
AQ_27028BC3ED80,22.266362
AQ_C64A9B5A7C8C,24.503569
AQ_0BB413AC580E,26.151346
AQ_FB5E046D6895,26.850333
AQ_2E935A3E2E16,28.303590
AQ_EB331F147E72,26.444104
AQ_78684C263E57,12.335727
AQ_8F7C9FAD7E1A,7.823556
AQ_10DE4FC24363,7.368345
AQ_FA139455BD13,8.087530
AQ_BCAC564681C7,9.713984
AQ_A7AE21680AF1,9.881998
AQ_F52E985BEB80,8.046652
AQ_2A81AEFFED4F,7.521891
AQ_B54B75113477,8.086535
AQ_80EED100AF09,8.702797
AQ_BDF1E33E2D36,7.168213
AQ_22C51CF77E2E,6.480828
AQ_77F1D74F9882,9.634694
AQ_2788B9144E00,10.824696
AQ_2D26C1583D8B,12.859728
AQ_52BCD6D82509,15.044386
AQ_3B4C23A92484,20.195961
AQ_D9D51047BE7C,22.333324
AQ_4DE227ACC5BF,23.413611
AQ_3ACE10A2C010,25.212023
AQ_300DE952D048,25.219205
AQ_52D6CEC17364,38.410413
AQ_559C24BA2BAB,56.048571
AQ_5AC1BD0DC232,96.069773
AQ_E26383170E19,114.316647
AQ_2EA17F8F351A,71.755264
AQ_942A04A16B3A,23.887769
AQ_B06A9CAC9AE4,14.682511
AQ_D03BF474061E,19.633644
AQ_0FAEEF064F34,24.459456
AQ_9FB105A14081,29.840450
AQ_5A548EC9A2DB,25.075435
AQ_24ED0E74952B,17.110809
AQ_A190653F1B77,13.721318
AQ_64611649B94D,17.909752
AQ_537A73A8F873,19.842240
AQ_EAB145458671,20.059983
AQ_9B0B9EBAD5D4,25.217850
AQ_24A5327A76F3,30.802133
AQ_57F58711BB6B,29.497067
AQ_1B7473DFFDB0,29.798177
AQ_EBCACC38682C,37.940077
AQ_D91B9C81D898,35.837496
AQ_EF1F2E25596D,32.025812
AQ_6E329449831A,28.250930
AQ_70C3F6042C71,25.835648
AQ_634DF3966AAA,17.642992
AQ_D716A2405168,19.312545
AQ_8DA6E7328119,20.307267
AQ_2FA8A16A6A06,20.403014
AQ_8821E32CE367,25.562669
AQ_FF8A34B50C07,32.640619
AQ_12E5D357A7A7,27.300424
AQ_AA55EBCF6A0A,23.133741
AQ_17EA8DF67833,20.945286
AQ_244CB7B6DDA0,36.255550
AQ_1A90B850A48F,44.374015
AQ_C832FF2C83BC,48.211208
AQ_F4281456FC8A,54.753921
AQ_D3FC1C2E9971,57.372405
AQ_075DF5C0037C,54.300927
AQ_397D25215040,53.332629
AQ_1C22AA721340,61.467558
AQ_A5B7D44A2A69,63.425000
AQ_47D2F0E2B9CA,64.648538
AQ_9786ED88AAC5,64.353843
AQ_D39310DA7754,67.956489
AQ_17AE2D79C293,72.392605
AQ_DB80B8130115,86.702145
AQ_C81004B59308,98.615990
AQ_C1FCB658ADE2,111.416022
AQ_0005A47A2E5B,119.971106
AQ_0DBFAE966F89,130.401692
AQ_04CD39879F86,129.521698
AQ_EE6FDD56526A,117.114675
AQ_A697E70F91F4,95.386524
AQ_00C87B19D627,83.149716
AQ_43BE69F31654,85.379102
AQ_F60FE3439E29,73.920222
AQ_2420085FD2C3,66.716362
AQ_5FC57EAEE673,70.400374
AQ_2F4865C22DFA,71.992230
AQ_4B4438F79AE8,79.400255
AQ_04756FF90E44,89.892624
AQ_F3FA1F149D13,91.647021
AQ_228ABACCF1B4,94.965542
AQ_DBDC8CB0EC5C,97.323623
AQ_322D07A95077,102.579720
AQ_CAA50FC2436D,107.978910
AQ_D93830ED38CA,110.381453
AQ_CA0053FF5F3D,112.390542
AQ_69607DA6AAE1,115.188363
AQ_E3916C6D73C6,120.051173
AQ_D85820720E50,134.830883
AQ_ED75837E9EA5,152.309153
AQ_B87C6FC33F8B,152.816513
AQ_110549A8452E,133.736771
AQ_4CF1B88A2812,98.637337
AQ_4C38AE54217C,77.843645
AQ_7328815AA9BD,74.417544
AQ_A92C6864074B,74.872760
AQ_E58FE2528AC2,79.979355
AQ_FB2570919F51,89.563887
AQ_7ABF9BFFD867,86.183090
AQ_1C12202B71B3,82.534387
AQ_EEA875E19F15,82.130133
AQ_17A2D305C4C3,59.073784
AQ_D2A072A93761,47.459916
AQ_C1AF0D970FE6,51.097859
AQ_8DE819887378,47.600597
AQ_C89108ECB3CA,44.333457
AQ_E6945EEBD971,44.456849
AQ_799477F17976,50.021437
AQ_833FCC7A770A,59.897110
AQ_04FEB5501CCE,65.344133
AQ_BA69FDE25036,53.881549
AQ_9742905EC63B,63.428577
AQ_66426A76FE96,72.728527
AQ_7C3C5908FC06,75.935726
AQ_310B668CB5C2,72.249111
AQ_50394101060E,66.976993
AQ_BA5DFFBF3B82,56.640218
AQ_5D4C94B4F900,47.883639
AQ_98624D2F6691,41.843148
AQ_E7DE3148833E,42.997349
AQ_930AEB068512,67.788632
AQ_701E327D9EE0,99.442114
AQ_ABBECFC6F68F,105.397794
AQ_9FD72B218F4C,106.087035
AQ_AE0033EB626C,117.433171
AQ_3ABFCB85B442,134.605300
AQ_418A4D9709F5,147.605750
AQ_2C9CDC90092E,158.605148
AQ_D05E9725A746,175.470466
AQ_E9A8F9A7DC0F,180.109691
AQ_45730F6B6B44,163.867020
AQ_77B72A8ED3A8,127.532247
AQ_9380318B0020,119.536624
AQ_28681A0D95BE,134.454730
AQ_0F451D6C1728,151.826324
AQ_F1EEDA452AEA,154.543919
AQ_84CE0BFB5DA9,157.621323
AQ_1765C4E593BE,182.790299
AQ_85BF128C43A8,209.541546
AQ_626A3CACBF12,212.362798
AQ_D9CE4836BB8B,200.729563
AQ_BB0161E7E795,190.339091
AQ_2EFD3BDEE217,166.034447
AQ_EB7AA299BBB5,154.575943
AQ_1F368EE93CD9,140.061302
AQ_D004D5D475E5,130.453819
AQ_222A676B4974,133.714171
AQ_E82DA6055307,40.856579
AQ_24C529D80517,20.003043
AQ_D772A296CD54,28.636639
AQ_998E637C3EEE,35.380944
AQ_052E7FFB33A1,63.411071
AQ_2326BD718681,65.131256
AQ_B7AE097D6E6B,62.881944
AQ_32B45FE427E2,61.803066
AQ_6890F0529F84,68.407810
AQ_7F1A431B322B,75.768508
AQ_1DA41211135C,76.778449
AQ_9012100E08B7,70.713865
AQ_D06152321FE3,42.226371
AQ_50DD00FC65D0,32.103827
AQ_F47F64D09207,32.763424
AQ_A6C8CDCEBF6A,24.730982
AQ_E4CE4AD52DBD,20.401778
AQ_7B5E78003E84,19.583830
AQ_1F3E5103D626,19.143256
AQ_5EBC5D89DA27,21.681074
AQ_582135468AA0,29.666833
AQ_C044575C8CBC,32.778085
AQ_9E80A2CD8A63,27.453379
AQ_1D8E2AA99ADA,33.196118
AQ_EB2E88451C3F,32.093265
AQ_DF43AAAEBDAA,37.907089
AQ_45D556AC6540,30.328554
AQ_E673C3ACA8E6,29.952054
AQ_AF36972612FC,27.177155
AQ_7EFA5D70677A,26.072370
AQ_1F2DA13AC831,27.758278
AQ_1DB387761A48,20.175292
AQ_582D172EA774,16.739453
AQ_063E63BFF796,18.870864
AQ_ECC794031AD6,20.335526
AQ_77CCB7DCE384,23.686515
AQ_657247BB09B9,20.996028
AQ_2E98073B4E7D,26.787921
AQ_C4812E89075B,25.620262
AQ_D36C54D48875,25.196002
AQ_D14DFC031E26,20.925054
AQ_67D746E00BC7,19.899996
AQ_ADEE4039DDC1,22.049953
AQ_DCAA6D439221,20.676155
AQ_FDAA7DCA93F0,16.990707
AQ_93204C444442,11.779292
AQ_45B7EEA6A92C,18.827045
AQ_F7AF0A6FD004,27.800063
AQ_3AC659ABD2EB,22.341260
AQ_70FACE584BD8,21.246945
AQ_9B0561B85386,23.989860
AQ_ECC2A15B8B8A,22.751650
AQ_E2A23701A40F,17.022433
AQ_8B9F72D2049F,12.906653
AQ_473D4F0B2F57,12.368777
AQ_C16E87D24140,11.555572
AQ_E270CE241241,9.539704
AQ_4D118207CAB4,7.028401
AQ_AE9389FD7D72,5.023830
AQ_CD21124A0348,4.577520
AQ_09A8E1233D68,5.615934
AQ_DC928EDD22B6,7.286068
AQ_FD5CF50E1C79,4.575054
AQ_23310257397C,4.722829
AQ_A67CF808D1D1,5.118951
AQ_208A21FE622B,5.389051
AQ_1FDB77A52BC7,8.751418
AQ_3F729858420B,5.099062
AQ_587BF25B3146,5.884526
AQ_0F337A9BCF5B,4.410385
AQ_2996B48553E3,6.359606
AQ_B9C5ADEA91F1,12.653580
AQ_1F9D57FD669E,30.069400
AQ_7542AB9ED166,30.831020
AQ_4EA7343FE820,29.233277
AQ_5D0DC9E2D93E,31.698054
AQ_667FB908BF74,35.516557
AQ_57132EF5AB17,38.173310
AQ_2166DBDC7097,31.884782
AQ_3FD4F4F23728,24.320341
AQ_18E79C9FD99A,14.409593
AQ_694354DDBC46,10.961297
AQ_7BCD44BC8905,9.091490
AQ_AA5C211E7869,13.239054
AQ_FE176ACF9226,13.172363
AQ_6A5643EC473A,17.485919
AQ_19A69434AE8A,15.022255
AQ_51D8B7FDA411,15.820428
AQ_48AD91F607DC,15.449292
AQ_2DBD2356B4FC,10.319732
AQ_419557B33238,12.784063
AQ_1E47C64D842B,13.996231
AQ_CE55C19D836D,12.656969
AQ_02B859A57F0C,14.802897
AQ_F99D52F5D23A,17.885598
AQ_8A06A5FFE3CD,20.416878
AQ_0790FE7DCAC0,25.789403
AQ_C6654BB9B732,32.749904
AQ_CD30BD773D9C,34.583721
AQ_9B378E434172,40.931067
AQ_18A6A207529D,46.974730
AQ_D54BEE49B69E,41.411473
AQ_3816890BB2C4,43.462246
AQ_8F364C6736E0,40.740404
AQ_A9BC42A70D27,48.482291
AQ_57719BF40697,56.306549
AQ_B10037D1B2E7,60.632155
AQ_97F739F8FF45,58.833965
AQ_6A8E5C9A5814,60.428545
AQ_9B7CED283F4A,64.254991
AQ_FFE71E344E0A,67.199516
AQ_056FAC335648,71.026351
AQ_7351A9CE2621,74.028219
AQ_7EB7ABBA71B1,79.858004
AQ_34602CCD228B,78.642552
AQ_46EA334C82B1,81.818843
AQ_3B89C2654EEC,88.650800
AQ_627F5E4DD6BD,91.543398
AQ_D7595937F3F5,91.230058
AQ_87274AD67E8B,83.645734
AQ_F20828A2424E,85.200370
AQ_D8A0C205C90F,67.100808
AQ_679CBDECD176,68.529844
AQ_1FD2A5CC3BB2,75.861068
AQ_2CB8C15D6F9F,80.635574
AQ_06C20018F1B8,83.939300
AQ_ED803952BF15,84.081391
AQ_20353FAC9540,81.813908
AQ_0DC51FD81360,84.550377
AQ_AF3D9CF2E4D6,81.059938
AQ_088BAC091C0B,81.300170
AQ_218DE393E2C5,79.753432
AQ_A12E84C74DC8,80.742483
AQ_3C400607CB30,77.101782
AQ_CC2BB3E6DDE6,81.932033
AQ_50C17A62E5D5,86.239970
AQ_21B5ACA0E5DD,98.261092
AQ_473BF6170611,104.972866
AQ_A6DBD1CFA5CC,105.555293
AQ_3962F9B96B64,107.037262
AQ_A4B0E3635F03,110.481077
AQ_C8A3B0F12187,117.014266
AQ_5D9E7BE6562C,118.741058
AQ_2B0D34C440CB,124.162869
AQ_82735E5E361E,124.699317
AQ_A4D0B8FFF721,123.205866
AQ_B16E19DA2F4E,133.293951
AQ_54A0C78541D8,130.437146
AQ_C1038867A66C,121.665445
AQ_73CEE8B77553,119.767000
AQ_37CF7760C4DC,99.912639
AQ_CF09DBF940CA,91.531933
AQ_4EA49B798982,101.921747
AQ_019FD4DDAC77,113.926175
AQ_340B2E3EBF8E,120.670014
AQ_707123A43EDC,128.855374
AQ_F94848F10CF7,138.517966
AQ_D5CEE9BF741E,137.113898
AQ_42C8E31B5E6E,117.371501
AQ_B51DCF95E6DC,132.070735
AQ_2F8471869E9B,131.634710
AQ_A9D440EE3E3A,143.859192
AQ_8D7A7B5EDDA5,135.602385
AQ_240C245014E8,120.494897
AQ_F19F0AF10497,111.496608
AQ_9C68F85D96D5,115.416706
AQ_998102221B24,121.188735
AQ_88C41011D8C9,139.173707
AQ_DE8A27730EED,155.904349
AQ_215DC3513B30,162.144836
AQ_3BAA0ACFF07B,176.646837
AQ_6F5D5DE3830B,176.380413
AQ_0E138059AED8,107.334640
AQ_DDD27F957050,45.287370
AQ_A0071DFF0F61,37.836283
AQ_4FE5A6921999,32.825828
AQ_ED2A911C5DEA,31.171152
AQ_1315E5040C3E,31.694154
AQ_D8E890660BFC,37.276973
AQ_336ECC6B6477,46.303237
AQ_5041FE62F457,49.911221
AQ_6817142AFAD1,63.647398
AQ_A300C2DA1825,82.639752
AQ_E2DEC251FBD3,105.001351
AQ_446F8A90AE98,130.856669
AQ_1A06D8138944,145.455932
AQ_336EF4175568,159.217426
AQ_506117DEDB84,171.583667
AQ_CE2EF7CCAABC,186.752513
AQ_6EAB1A2E9193,204.153921
AQ_8C768618FAC1,204.168512
AQ_71396DF90257,208.054249
AQ_FEE894C877E4,216.240355
AQ_2896E31A62C9,226.408244
AQ_93F9402E1110,239.108939
AQ_27547C3EFEE4,251.452146
AQ_E3AE31DF439F,247.899213
AQ_2C3E32721916,246.667740
AQ_AAF8DC201B6F,235.797057
AQ_0DE333B6A113,214.535477
AQ_719F469C7E51,202.121027
AQ_464BF7176AA5,177.833834
AQ_7ED3302E38CC,160.987441
AQ_33BFD857AD2D,162.624404
AQ_FAF39F17EB29,162.728002
AQ_9746BCEE7308,164.290871
AQ_6A2A590FF4E7,166.802493
AQ_F728E209D028,161.854556
AQ_62C8FC964E3F,156.057687
AQ_863194FD4A59,155.246529
AQ_95A5D2564225,166.399628
AQ_65503829419C,178.547184
AQ_C171B324757F,170.558537
AQ_10457436977B,161.334730
AQ_4E6D100E5EBA,133.630691
AQ_D88350823708,99.850211
AQ_E19FDCB05097,89.843184
AQ_F9B93B8D31D6,84.096069
AQ_B67762FFB13B,82.722160
AQ_905AFB0B0B48,71.487269
AQ_C6370AE5CC83,70.176988
AQ_02AC09CD1F73,50.603166
AQ_8AD0906E6421,23.819657
AQ_30D1C8985A99,22.589927
AQ_AF8642F612D3,26.361155
AQ_D9F05AD506B6,37.012402
AQ_E585FE2FCB3D,35.943436
AQ_DE42174FFC50,36.185295
AQ_210FD201450C,41.094586
AQ_34D2BA8E9BEA,49.097855
AQ_263D5C3C5884,54.875122
AQ_E2DA505118C7,63.226101
AQ_3A4C8FCBF5A6,64.964186
AQ_C86690736339,57.219419
AQ_2BD24DFA1DCD,65.308253
AQ_CBEFDD502ABC,77.226853
AQ_C024525B6CA1,84.432958
AQ_94F872A975AB,86.166122
AQ_CDFF6B08D193,100.734590
AQ_9DE8990A7046,102.268638
AQ_73D82984AAFC,98.524550
AQ_D7E0BDE11410,97.234913
AQ_3F88FC491ECF,98.903638
AQ_4192DF2EE2AE,105.777813
AQ_FA3270385041,100.483315
AQ_5D4C7B9A68D4,98.441394
AQ_114ADF2D6958,69.428135
AQ_D7344FC5D1F1,21.814982
AQ_B7CDC989746C,15.342762
AQ_3B2031DBADCC,12.678823
AQ_3E0E1F6B9221,9.627838
AQ_AFC0326138DA,6.368739
AQ_B106E14D9679,3.809062
AQ_269EE39A0994,3.966827
AQ_2197D4F69248,10.858629
AQ_E15FC03D7F3B,10.191284
AQ_7B5686E1C9F0,12.931707
AQ_DC719B1125E8,11.668090
AQ_01E3DB4D7EDF,10.554715
AQ_ED5EA50EC8C4,10.718210
AQ_492ABA9BD86D,9.692252
AQ_1AE89E526AAE,11.041719
AQ_8791C6412536,12.676188
AQ_09FE5EC73DF2,11.848076
AQ_666086DD11ED,11.642620
AQ_BB1E56CDA916,11.353079
AQ_4B254914C699,10.817160
AQ_ABF942F48178,9.465451
AQ_C9E1C11A1EEE,9.099066
AQ_E48AADB9B439,7.514264
AQ_8110046A671E,7.085820
AQ_07D739EDB931,8.557573
AQ_06AB23203FCB,9.976194
AQ_F249B3F87487,9.554039
AQ_99155014F21E,8.744947
AQ_EF391F709DDB,8.676937
AQ_47DA3B3C94D7,8.540192
AQ_6B9D99A92527,10.073415
AQ_75ECE124AE76,10.546064
AQ_4E8DA5A8327C,10.580200
AQ_774CAE079BD3,10.802396
AQ_AABF040C6A7F,11.413024
AQ_887B124E2824,12.749822
AQ_4B0EB04405A5,20.147128
AQ_FA607D9384A8,28.549867
AQ_274F7FE0B5A7,33.521176
AQ_E4E3E52C90FF,37.677271
AQ_6A49BCCE004E,40.348785
AQ_40A452364975,41.079261
AQ_40479B7A4EA2,42.167452
AQ_037D6BAD39EA,48.957814
AQ_ECB8DBD4A9FD,58.926859
AQ_72483717346E,51.893478
AQ_EDA81E7EB7DD,41.279524
AQ_6BC3CC17510C,33.058005
AQ_A08AFA098DFD,21.307424
AQ_CAF3EDD5C2DD,20.886318
AQ_558C1F11D5B0,24.449290
AQ_8726AAA99A89,29.057606
AQ_A4797695E179,41.688966
AQ_794C9949A58C,46.893130
AQ_A1C01575638A,43.420939
AQ_2119CA180EC9,38.808478
AQ_8DBFE261342C,39.716232
AQ_12C45ECB3D63,40.939034
AQ_1A139992BA67,45.719655
AQ_77068525BEAA,54.490541
AQ_202BAEE72FE2,65.443020
AQ_9B4BD53A93AD,78.195003
AQ_F4E7F73ECF6E,87.468850
AQ_F45355170B1E,91.701838
AQ_DA6C4509B257,92.415065
AQ_A4A8A54A1BA2,99.106694
AQ_838F73860D0A,115.175277
AQ_9CEEC234A5B8,110.661438
AQ_512C67348AC0,81.029682
AQ_6D73B55C43E8,62.577201
AQ_34B786C39FA2,58.551450
AQ_7783B1FE4B1C,58.435800
AQ_629D32243D4B,58.888431
AQ_DA3BCC7E2FE5,62.520923
AQ_B19D2AB3271B,69.115148
AQ_526F4E0137CE,73.131874
AQ_27BF49163426,80.590746
AQ_65239E586E3F,88.468052
AQ_442614A30A0A,95.225581
AQ_9903A83449A1,95.695164
AQ_B37A3256B372,104.659684
AQ_E964F5B0E2AD,112.685015
AQ_8F624EDF4EB3,105.094926
AQ_07E1C1FC7B54,105.782336
AQ_697A320FCFA4,115.004260
AQ_C54BB72E8C10,141.477074
AQ_CA24FA5013EA,147.032360
AQ_EE64931D97A5,144.801590
AQ_90BED5AF5112,155.389565
AQ_BCA1C67F0421,150.947765
AQ_9E282DA10B8C,156.874954
AQ_C6657CD7A9C1,160.404274
AQ_BF6C7902E592,169.222566
AQ_99BD43C0B076,166.733089
AQ_F023C35478B2,151.897561
AQ_29E5A79CFA13,154.299134
AQ_3059B5A23A34,163.699700
AQ_4528C4AEF30A,161.191975
AQ_111B509155F1,182.398032
AQ_6E03479CC36F,208.994644
AQ_07F438C11C32,221.428079
AQ_07B2BB45D747,228.761055
AQ_9A6835CD65E0,230.727425
AQ_361D8B8ABA09,178.783162
AQ_2CB03BDE84B7,144.211243
AQ_AB19B0CED068,126.303420
AQ_8C7161287C29,128.312367
AQ_E23D625A8553,144.395218
AQ_1A5C79964228,164.109593
AQ_24F55742ADC6,186.770288
AQ_5E925AC83A94,216.652223
AQ_B69915CB60DF,224.871286
AQ_5F517527950F,233.131584
AQ_A9C33FA75015,233.461991
AQ_999F84BF74AC,239.926239
AQ_81DD60B29B13,229.010926
AQ_18CE42C12AAA,201.608823
AQ_56F445D8C322,182.151430
AQ_337CBD9FAB69,178.121708
AQ_E4CAC6175795,171.353344
AQ_C968F628F8F2,171.203838
AQ_0D718EE70E4D,184.874444
AQ_B3F19AB786DB,182.239231
AQ_C736A5FB1A4D,180.527178
AQ_CD596A82CF91,190.409899
AQ_45C616418A3C,190.833671
AQ_9AE2619B702B,189.830891
AQ_AE7295780A92,179.968897
AQ_611BA425DDA3,179.945790
AQ_4E0DC2F35AE1,181.536052
AQ_BCE1284BE657,194.629986
AQ_752102B2CBAD,209.242998
AQ_03AB5AE4286D,230.254319
AQ_D537320A5864,246.988778
AQ_E7F7FE338BE8,250.795095
AQ_3E7774BC480D,247.253886
AQ_19D5C6C8ACDB,166.180188
AQ_8A8360A61286,109.023520
AQ_4995CE5340B8,93.572648
AQ_4B0D92361FE7,89.958477
AQ_390DD353B9D4,92.192056
AQ_063893D8211F,90.518439
AQ_AEAFB3EECF7B,84.288462
AQ_7A464766A381,93.392059
AQ_B53AFF1676C8,112.751424
AQ_FB02D5BCC60D,108.178322
AQ_382888FF5391,110.756808
AQ_AD03F25A3D3F,126.786666
AQ_4765F2F0BE0C,153.788857
AQ_CB5C6A8EFFF1,160.546622
AQ_B45D0B78B192,147.643353
AQ_4060EB2D14EA,120.061249
AQ_C510F795FF56,83.003656
AQ_C21BE08E0992,63.606090
AQ_ECB688C9EFF1,63.664705
AQ_071B724D3A02,85.517886
AQ_2D2A72FF8BA2,124.991156
AQ_6DE73E672EFB,160.727154
